id4000170_A,id4000429_T,id4001113_A,id4001733_T,id4001882_A,TBGI186561_T,TBGI187422_A,TBGI187728_G,id4002459_T,TBGI188102_G,id4002697_T,id4002780_T,TBGI189988_C,TBGI190494_T,TBGI192444_A,id4003727_C,TBGI194169_C,TBGI195419_T,id4004294_G,TBGI196910_C,TBGI196946_G,TBGI197086_C,id4004507_C,id4004644_C,id4004654_C,id4004740_A,id4005120_T,id4005342_T,id4005623_T,id4005767_C,id4005867_C,id4006683_A,id4006861_C,id4006923_T,id4007024_G,id4007105_G,id4007444_A,id4008092_T,id4009149_T,id4009920_G,id4010220_G,id4010238_A,id4010382_A,id4010396_C,id4010433_A,id4010621_C,id4010708_C,id4010825_T,id4010876_C,id4010924_G,id4011137_G,id4011259_C,id4011398_A,id4011509_T,id4011696_G,id4012434_T
1.0,0.07761564194334483,-0.024926848124016313,0.05568864045678185,-0.3513383902998065,0.20601036605210157,0.09000882780633476,0.036976118748511005,-0.1475537288689379,0.010796722321413965,-0.018068684012779623,0.18212573126164944,-0.2519872486146379,-0.06331472623825721,0.15463570709465543,-0.03421957533180608,-0.03824006854789567,-0.15381784394821027,-0.32055345690506215,-0.22047130864110986,0.04416030949157755,0.11350144313992908,-0.151181017765711,0.10701201987682779,-0.17296027412623882,-0.12833086091980114,0.057621291031277055,0.14961357969356887,0.15131075452261405,0.020178905555453645,-0.08163097876218268,-0.020035580117441124,-0.003486963274061766,-0.22803257088200238,0.14034931655870356,0.18725379669082812,0.168801013888724,0.15031639866799879,-0.0115315355552329,0.04812367420113854,-0.038633341580481845,0.13601065162547396,0.1640724903274432,0.019828236542194542,0.14947811213747372,0.13953034007707762,0.14140325610176266,0.12663450651641223,-0.0755891599077806,-0.03616176801165932,-0.08833390441262091,0.049887176668731145,-0.011489375649191598,0.004918509911528053,-0.11098694128380206,-0.0005235916871872632
0.07761564194334483,1.0,-0.1682121154459188,-0.24359451957983289,-0.24587905859219486,0.044488397917202264,0.09560644561159987,0.19546895900820785,0.3503736772341211,-0.2641581954409368,-0.06018410683240961,-0.413077593319631,0.46150490212540674,0.2830359291670584,0.06192927609768391,0.1237155794506511,0.21704528169036633,-0.002093093784605782,0.041536918315290744,0.1155287123478987,-0.14002535279267964,-0.20167408644986815,0.1258710020501728,-0.08196614036699904,0.1028828811532005,0.14985591753386496,-0.11859333165294486,-0.06941401999115575,0.05980690818446397,0.11368520776520565,0.29665196538861816,0.1932733003912066,0.0433479069999415,-0.13303344706656367,0.24197450354287742,0.011036578409051956,0.11474232933331681,0.17517497938378362,0.19447695023372427,0.3019250467862733,0.14601344348900505,0.10009150622771543,-0.007345631604772809,0.1059722742980126,0.12401563868446615,0.22051917628778023,0.24098316933274985,0.14304781573181288,0.2515331753337065,-0.1755242445064943,0.24481162268926776,0.08298710174839209,0.28426703298324146,0.23611088318893736,0.06096243693336691,0.2326271129741567
-0.024926848124016313,-0.1682121154459188,1.0,-0.21854061796137236,-0.0069409545563518206,-0.07521761749190627,0.13302040837000442,-0.06497200156848082,0.11309505227377735,0.04424647254338624,-0.010937182538146238,0.17570246139481144,-0.10270636873875556,0.23113209019531347,-0.0830353952452183,-0.0832617281116494,0.16786655673917683,0.05111018920631342,0.02802018834299959,-0.09434651598740697,0.14463023363686725,0.1413729836052066,-0.09583189293818262,0.1987173082100066,-0.17040451563971185,-0.0759537782387641,0.001344588127453185,-0.08878387849065558,-0.0651208519316559,0.11801849927307523,0.07674999213531915,0.18679998576006368,0.07694151354531858,0.19831492737019427,0.03632442041556095,-0.24941037276946523,-0.0941146441229923,-0.08274248811910724,0.059100328609408316,-0.015977235204558408,0.08089817390352069,0.03435874132629104,-0.24426700131940496,-0.14492896230725016,-0.10649659796049545,-0.09144877491028434,-0.25926149797626724,0.06925509289757649,-0.015009216388589841,-0.026495097296186997,0.17712058920206175,0.12339082436557565,0.1097526114745232,0.09688886809711669,0.2719488121352177,0.16994091255861854
0.05568864045678185,-0.24359451957983289,-0.21854061796137236,1.0,0.21114439908701504,-0.04780594150089484,0.17339147809590472,-0.04179375812429802,-0.07935318815920268,-0.014154070055400026,0.21649176103829898,0.08896774553225541,-0.3537625841367921,-0.04549848097716589,0.2953076545234477,-0.20092704671589431,0.08206772518745334,-0.2035746357908202,-0.31435489078033596,-0.10499441950204312,-0.24279494837235252,-0.20520534576454275,-0.06207574320857914,-0.22193773500260736,0.14476500662887884,0.20113484954130653,0.19143144642861584,0.21603448653054638,0.14436259369361057,0.04531658067919969,0.05467418702816687,0.07065066055421602,0.18928409359987014,-0.18517878471483898,0.2011901698007448,-0.0014276623253349392,-0.023946705440072283,0.14674151285204615,0.0936256075569932,0.12489148113906982,0.03161652739296918,0.19828187239851278,0.07704844999359832,0.005987868531934529,0.19244097060015572,0.09009100547037174,0.17525619970804315,0.2228157152364809,0.0898839855851187,0.2565102699094108,0.010523235331407825,-0.2932260482652306,0.09721381091673853,0.1514901846590302,-0.30363788445541223,0.11297088189090415
-0.3513383902998065,-0.24587905859219486,-0.0069409545563518206,0.21114439908701504,1.0,-0.09893906056154478,-0.03019782917905619,-0.14466819116862084,-0.19653291400471826,0.26654023054015774,0.08603762579764104,0.2573805669875852,-0.17388338465207637,-0.023825907169586293,-0.22350222800034641,-0.24359867049894623,-0.10154277321023407,0.16658545223356191,0.10152760497794246,-0.08146621104177611,0.1644641804698691,0.17544479147275485,-0.19092907976234919,0.09382967809147831,-0.10737469114753394,-0.17757405867813997,-0.012726259679312514,0.02972336336950628,-0.2519090755356417,-0.07229323278570084,-0.09009153763296993,0.0119478169910994,-0.17197206267322193,0.16872648639633583,-0.21298641660476178,-0.14741284846969735,-0.16668017265919033,-0.09215635613725233,-0.16780574991163189,-0.21740508813636972,-0.01848356670519155,-0.055227954320810596,-0.04371465061212324,-0.05246903346468037,-0.205727134047997,-0.061991808685538184,-0.18377387664248654,-0.08172264221132658,-0.09448785490556678,-0.0204144336076053,0.02907191889790038,0.026573274358598714,-0.08893155780696459,-0.11986571923496626,-0.02117321375035223,-0.21962059217507565
0.20601036605210157,0.044488397917202264,-0.07521761749190627,-0.04780594150089484,-0.09893906056154478,1.0,-0.0909040716657707,-0.23516339538938896,-0.2967462139773495,0.3036742765103904,0.23774918124068897,0.10652853542163719,-0.1663783396593337,-0.1764269111769459,-0.21248478511805094,0.26004618341897306,-0.2499015395876568,0.06898118388210164,-0.04565771837345617,-0.1464508896548388,-0.04552365044116718,0.02528959371963677,-0.05937592405909834,-0.05722686473907472,0.08224837710262631,0.012433135311032972,-0.19267310401724164,0.03976881245322839,-0.15123100818830354,-0.18752894887185978,-0.07612972541608211,-0.07661644411577688,0.02721802060537208,-0.17347952410370956,0.02993684605530424,0.23820595828366223,0.41986075228558534,0.10593133663745684,0.012839934519105423,-0.11643749471408878,-0.10836189229329418,-0.07850249611793796,0.008877066084445953,-0.07567122985845257,-0.07431920122014485,-0.06227372522720115,0.06710962385847238,0.05340017337040825,-0.17511523065621654,-0.04349242230951373,-0.13280167646881932,-0.08561541891754187,-0.09857030103060309,-0.1425035044672385,-0.18724015225620833,-0.14051212887835202
0.09000882780633476,0.09560644561159987,0.13302040837000442,0.17339147809590472,-0.03019782917905619,-0.0909040716657707,1.0,0.33422176421193844,0.36987639811107964,-0.42047303232252764,0.10792975507342535,-0.1934833901403888,-0.06958121798803259,0.5463018850706476,0.42366477576441364,-0.24799806623651466,0.5838336722945994,-0.022709960616934182,-0.2089647345750654,-0.23873052273214113,-0.10466848978908559,-0.04957831417466949,-0.04246695612299193,-0.2024416431600218,0.08701126059543197,0.06751608624462557,0.2963662955284135,0.11034786762056799,0.29159669939461647,0.42001590100955605,0.29826338682036024,0.4721437951943008,0.31494477798845755,-0.05842800438398113,0.28215802726014844,-0.13153524619192142,-0.13399242535058523,0.209322425909224,0.4382641552019128,0.2682913456063712,0.37249475426886586,0.25132954405794905,0.04809813709616354,0.1236635506444489,0.496325222947483,0.31355258717413065,0.05780993139736989,0.25425441743303206,0.36081700452476717,0.027622224133749627,0.3861706928338705,-0.11176265650984872,0.4683910070347466,0.5163532164121108,0.08195245815198246,0.3999717910543233
0.036976118748511005,0.19546895900820785,-0.06497200156848082,-0.04179375812429802,-0.14466819116862084,-0.23516339538938896,0.33422176421193844,1.0,0.6699854494626291,-0.5850691847216655,-0.1583420288369305,-0.4467613644098051,0.21347472199526543,0.49569084480482906,0.512319720356306,-0.1611450236511597,0.6670971202594473,-0.17457385206962764,-0.18321215254792042,0.21824300192315493,0.022190142636746665,0.023286444273774475,0.126073318469371,-0.09220393110130125,0.10537931966732413,-0.011131452113596424,0.3899017953461468,-0.03134775455049111,0.44235716141764864,0.4774109232208172,0.3921714812377197,0.25873161189942256,0.20393974948702404,-0.11539143492024392,0.3209749589409247,-0.1355547911806317,-0.22995217971543183,0.010250918189392525,0.4915431338903253,0.37514954233880743,0.41824940554203494,0.18972926866465595,0.3476001570249044,0.47795335829184193,0.37743021738676175,0.37435164231897855,0.1407329075650591,0.14052176862067103,0.4333744849244161,-0.14949354664209616,0.4281375117155862,0.07320328820892708,0.4005616495992288,0.472359100445882,0.1887581280785101,0.4415493057893602
-0.1475537288689379,0.3503736772341211,0.11309505227377735,-0.07935318815920268,-0.19653291400471826,-0.2967462139773495,0.36987639811107964,0.6699854494626291,1.0,-0.6797181395313777,-0.06781527947538096,-0.6128378765022564,0.4835671684023145,0.6228431663748348,0.3663701237565052,-0.021745912709731963,0.7341539841607801,-0.1596480183479538,-0.049825782515720014,0.17553900077059836,-0.07941633225989572,-0.1189867385828107,0.1756726101047809,-0.21960932211316414,0.1873606216630751,0.12866238720835327,0.3552811926361426,-0.26525172720725154,0.406614323415539,0.5376577373398941,0.46968869621392234,0.456403542005869,0.3450834225987741,0.03669025148872146,0.3485358046655822,-0.16512412160183154,-0.24669026007413672,0.00826779330304072,0.494419325376937,0.45575874011721684,0.5067650412164784,0.24314582329878992,0.14709976878276465,0.3514619529136704,0.2878269949186479,0.35056588254039317,0.08682947903634738,0.17685914558808166,0.5166815475574141,-0.07533382434868631,0.5430833320491983,0.025878835824514973,0.4658909671391989,0.5171720841759727,0.2167823338019062,0.4860158821578386
0.010796722321413965,-0.2641581954409368,0.04424647254338624,-0.014154070055400026,0.26654023054015774,0.3036742765103904,-0.42047303232252764,-0.5850691847216655,-0.6797181395313777,1.0,0.055096208750387544,0.4828502474823341,-0.3745222276516857,-0.42430212564181674,-0.40768870694750575,0.028201125647065416,-0.5422658029216147,0.19903980853415218,0.15455798221381598,-0.15416901707295178,0.12212395324393302,0.18944408807193505,-0.3306159317688692,0.16214151634535973,-0.11497791480115892,-0.1598810005386445,-0.25858248910926923,0.020002088626689552,-0.3783507056394288,-0.4007586984327098,-0.3533184188347191,-0.3404034288983266,-0.26749300263212095,0.07230812879101768,-0.26024005510094117,0.08197369962296185,0.18878405497407694,-0.07829305199967987,-0.40789442219277894,-0.3828072584982149,-0.33086226129277485,-0.18685922812574263,-0.14082765929343316,-0.18048219232830534,-0.3531455054216408,-0.28810920921820116,-0.14671682090373311,-0.20561344055568703,-0.43011319057553976,0.060888086748371574,-0.33669602979425534,-0.024770050290882237,-0.3784183368803815,-0.4265426799627789,-0.17172666654929064,-0.35849090936472805
